test,num_evaluacion,partida_eval,ganado,movimientos
Random DeepQ,51,41,0,5
Random DeepQ,51,42,0,3
Random DeepQ,51,43,1,4
Random DeepQ,51,44,0,4
Random DeepQ,51,45,0,4
Random DeepQ,51,46,0,5
Random DeepQ,51,47,1,4
Random DeepQ,51,48,0,3
Random DeepQ,51,49,1,5
Random DeepQ,51,50,0,4
Random DeepQ,51,51,0,5
Random DeepQ,51,52,0,4
Random DeepQ,51,53,1,5
Random DeepQ,51,54,0,3
Random DeepQ,51,55,0,4
Random DeepQ,51,56,1,4
Random DeepQ,51,57,1,3
Random DeepQ,51,58,0,5
Random DeepQ,51,59,1,4
Random DeepQ,51,60,1,4
Random DeepQ,51,61,1,4
Random DeepQ,51,62,1,4
Random DeepQ,51,63,0,5
Random DeepQ,51,64,0,4
Random DeepQ,51,65,1,5
Random DeepQ,51,66,1,4
Random DeepQ,51,67,1,3
Random DeepQ,51,68,0,3
Random DeepQ,51,69,1,3
Random DeepQ,51,70,0,4
Random DeepQ,51,71,0,5
Random DeepQ,51,72,0,5
Random DeepQ,51,73,0,5
Random DeepQ,51,74,0,4
Random DeepQ,51,75,0,4
Random DeepQ,51,76,0,3
Random DeepQ,51,77,1,4
Random DeepQ,51,78,0,3
Random DeepQ,51,79,1,5
Random DeepQ,51,80,0,3
Random DeepQ,51,81,0,3
Random DeepQ,51,82,1,3
Random DeepQ,51,83,1,4
Random DeepQ,51,84,0,4
Random DeepQ,51,85,1,3
Random DeepQ,51,86,0,3
Random DeepQ,51,87,0,3
Random DeepQ,51,88,0,4
Random DeepQ,51,89,1,5
Random DeepQ,51,90,0,4
Random DeepQ,51,91,1,4
Random DeepQ,51,92,0,4
Random DeepQ,51,93,1,4
Random DeepQ,51,94,1,4
Random DeepQ,51,95,0,3
Random DeepQ,51,96,0,3
Random DeepQ,51,97,1,4
Random DeepQ,51,98,0,3
Random DeepQ,51,99,1,4
Random DeepQ,51,100,0,4
Random DeepQ,52,1,1,5
Random DeepQ,52,2,0,2
Random DeepQ,52,3,1,5
Random DeepQ,52,4,0,3
Random DeepQ,52,5,1,4
Random DeepQ,52,6,1,3
Random DeepQ,52,7,1,4
Random DeepQ,52,8,0,4
Random DeepQ,52,9,0,4
Random DeepQ,52,10,1,3
Random DeepQ,52,11,0,5
Random DeepQ,52,12,0,4
Random DeepQ,52,13,1,5
Random DeepQ,52,14,0,2
Random DeepQ,52,15,0,3
Random DeepQ,52,16,0,4
Random DeepQ,52,17,0,4
Random DeepQ,52,18,0,4
Random DeepQ,52,19,1,3
Random DeepQ,52,20,0,4
Random DeepQ,52,21,0,4
Random DeepQ,52,22,0,3
Random DeepQ,52,23,1,5
Random DeepQ,52,24,0,2
Random DeepQ,52,25,0,4
Random DeepQ,52,26,1,3
Random DeepQ,52,27,0,4
Random DeepQ,52,28,0,3
Random DeepQ,52,29,1,4
Random DeepQ,52,30,0,4
Random DeepQ,52,31,0,5
Random DeepQ,52,32,0,2
Random DeepQ,52,33,0,3
Random DeepQ,52,34,0,3
Random DeepQ,52,35,1,4
Random DeepQ,52,36,0,4
Random DeepQ,52,37,1,4
Random DeepQ,52,38,1,3
Random DeepQ,52,39,1,4
Random DeepQ,52,40,0,3
Random DeepQ,52,41,0,4
Random DeepQ,52,42,1,3
Random DeepQ,52,43,0,4
Random DeepQ,52,44,0,3
Random DeepQ,52,45,1,5
Random DeepQ,52,46,0,3
Random DeepQ,52,47,0,5
Random DeepQ,52,48,0,3
Random DeepQ,52,49,0,4
Random DeepQ,52,50,0,4
Random DeepQ,52,51,1,4
Random DeepQ,52,52,0,4
Random DeepQ,52,53,0,4
Random DeepQ,52,54,1,4
Random DeepQ,52,55,0,4
Random DeepQ,52,56,0,4
Random DeepQ,52,57,1,4
Random DeepQ,52,58,1,4
Random DeepQ,52,59,1,4
Random DeepQ,52,60,0,4
Random DeepQ,52,61,1,4
Random DeepQ,52,62,0,3
Random DeepQ,52,63,0,4
Random DeepQ,52,64,0,2
Random DeepQ,52,65,0,5
Random DeepQ,52,66,0,4
Random DeepQ,52,67,0,4
Random DeepQ,52,68,0,4
Random DeepQ,52,69,1,3
Random DeepQ,52,70,1,3
Random DeepQ,52,71,1,4
Random DeepQ,52,72,0,3
Random DeepQ,52,73,1,4
Random DeepQ,52,74,1,3
Random DeepQ,52,75,0,3
Random DeepQ,52,76,0,4
Random DeepQ,52,77,1,4
Random DeepQ,52,78,0,4
Random DeepQ,52,79,1,3
Random DeepQ,52,80,0,2
Random DeepQ,52,81,0,4
Random DeepQ,52,82,0,2
Random DeepQ,52,83,1,3
Random DeepQ,52,84,0,4
Random DeepQ,52,85,1,3
Random DeepQ,52,86,1,4
Random DeepQ,52,87,1,4
Random DeepQ,52,88,0,3
Random DeepQ,52,89,1,4
Random DeepQ,52,90,1,4
Random DeepQ,52,91,1,4
Random DeepQ,52,92,0,4
Random DeepQ,52,93,1,5
Random DeepQ,52,94,0,3
Random DeepQ,52,95,0,4
Random DeepQ,52,96,0,4
Random DeepQ,52,97,1,4
Random DeepQ,52,98,0,3
Random DeepQ,52,99,0,5
Random DeepQ,52,100,0,4
Random DeepQ,53,1,1,5
Random DeepQ,53,2,1,3
Random DeepQ,53,3,1,5
Random DeepQ,53,4,0,4
Random DeepQ,53,5,1,4
Random DeepQ,53,6,0,2
Random DeepQ,53,7,1,4
Random DeepQ,53,8,0,3
Random DeepQ,53,9,1,4
Random DeepQ,53,10,0,3
Random DeepQ,53,11,1,4
Random DeepQ,53,12,0,5
Random DeepQ,53,13,1,5
Random DeepQ,53,14,0,5
Random DeepQ,53,15,0,4
Random DeepQ,53,16,0,4
Random DeepQ,53,17,1,4
Random DeepQ,53,18,0,4
Random DeepQ,53,19,0,4
Random DeepQ,53,20,0,3
Random DeepQ,53,21,1,3
Random DeepQ,53,22,0,4
Random DeepQ,53,23,1,3
Random DeepQ,53,24,0,3
Random DeepQ,53,25,1,5
Random DeepQ,53,26,0,3
Random DeepQ,53,27,1,4
Random DeepQ,53,28,0,4
Random DeepQ,53,29,0,3
Random DeepQ,53,30,0,5
Random DeepQ,53,31,1,4
Random DeepQ,53,32,0,5
Random DeepQ,53,33,1,4
Random DeepQ,53,34,0,4
Random DeepQ,53,35,1,5
Random DeepQ,53,36,0,3
Random DeepQ,53,37,1,5
Random DeepQ,53,38,0,2
Random DeepQ,53,39,1,4
Random DeepQ,53,40,1,4
Random DeepQ,53,41,1,5
Random DeepQ,53,42,0,3
Random DeepQ,53,43,1,3
Random DeepQ,53,44,0,4
Random DeepQ,53,45,1,4
Random DeepQ,53,46,0,4
Random DeepQ,53,47,1,4
Random DeepQ,53,48,0,3
Random DeepQ,53,49,0,5
Random DeepQ,53,50,0,3
Random DeepQ,53,51,1,4
Random DeepQ,53,52,0,3
Random DeepQ,53,53,1,3
Random DeepQ,53,54,0,3
Random DeepQ,53,55,1,5
Random DeepQ,53,56,0,3
Random DeepQ,53,57,0,3
Random DeepQ,53,58,0,3
Random DeepQ,53,59,0,5
Random DeepQ,53,60,0,3
Random DeepQ,53,61,1,4
Random DeepQ,53,62,0,4
Random DeepQ,53,63,1,3
Random DeepQ,53,64,0,3
Random DeepQ,53,65,1,3
Random DeepQ,53,66,0,2
Random DeepQ,53,67,1,4
Random DeepQ,53,68,0,5
Random DeepQ,53,69,1,4
Random DeepQ,53,70,0,2
Random DeepQ,53,71,0,4
Random DeepQ,53,72,0,4
Random DeepQ,53,73,1,3
Random DeepQ,53,74,1,4
Random DeepQ,53,75,1,4
Random DeepQ,53,76,0,4
Random DeepQ,53,77,0,5
Random DeepQ,53,78,1,4
Random DeepQ,53,79,1,4
Random DeepQ,53,80,0,2
Random DeepQ,53,81,1,5
Random DeepQ,53,82,0,3
Random DeepQ,53,83,1,4
Random DeepQ,53,84,0,4
Random DeepQ,53,85,1,4
Random DeepQ,53,86,0,4
Random DeepQ,53,87,0,3
Random DeepQ,53,88,0,3
Random DeepQ,53,89,1,5
Random DeepQ,53,90,0,4
Random DeepQ,53,91,1,4
Random DeepQ,53,92,0,4
Random DeepQ,53,93,1,4
Random DeepQ,53,94,1,3
Random DeepQ,53,95,1,4
Random DeepQ,53,96,0,2
Random DeepQ,53,97,0,4
Random DeepQ,53,98,1,4
Random DeepQ,53,99,0,4
Random DeepQ,53,100,0,3
Random DeepQ,54,1,1,5
Random DeepQ,54,2,0,3
Random DeepQ,54,3,0,3
Random DeepQ,54,4,0,4
Random DeepQ,54,5,1,5
Random DeepQ,54,6,0,3
Random DeepQ,54,7,0,5
Random DeepQ,54,8,0,4
Random DeepQ,54,9,0,3
Random DeepQ,54,10,0,2
Random DeepQ,54,11,1,5
Random DeepQ,54,12,0,2
Random DeepQ,54,13,0,3
Random DeepQ,54,14,0,4
Random DeepQ,54,15,1,4
Random DeepQ,54,16,1,4
Random DeepQ,54,17,0,3
Random DeepQ,54,18,1,4
Random DeepQ,54,19,1,4
Random DeepQ,54,20,0,3
Random DeepQ,54,21,0,5
Random DeepQ,54,22,0,4
Random DeepQ,54,23,1,4
Random DeepQ,54,24,0,3
Random DeepQ,54,25,1,4
Random DeepQ,54,26,0,5
Random DeepQ,54,27,0,5
Random DeepQ,54,28,0,4
Random DeepQ,54,29,1,4
Random DeepQ,54,30,0,4
Random DeepQ,54,31,1,5
Random DeepQ,54,32,0,3
Random DeepQ,54,33,0,4
Random DeepQ,54,34,0,3
Random DeepQ,54,35,1,4
Random DeepQ,54,36,0,2
Random DeepQ,54,37,0,4
Random DeepQ,54,38,0,4
Random DeepQ,54,39,1,3
Random DeepQ,54,40,1,3
Random DeepQ,54,41,0,4
Random DeepQ,54,42,0,5
Random DeepQ,54,43,1,3
Random DeepQ,54,44,0,4
Random DeepQ,54,45,1,5
Random DeepQ,54,46,0,4
Random DeepQ,54,47,1,5
Random DeepQ,54,48,0,3
Random DeepQ,54,49,1,3
Random DeepQ,54,50,0,2
Random DeepQ,54,51,1,5
Random DeepQ,54,52,0,5
Random DeepQ,54,53,0,4
Random DeepQ,54,54,1,4
Random DeepQ,54,55,1,5
Random DeepQ,54,56,0,4
Random DeepQ,54,57,1,4
Random DeepQ,54,58,0,3
Random DeepQ,54,59,0,4
Random DeepQ,54,60,0,5
Random DeepQ,54,61,0,5
Random DeepQ,54,62,0,4
Random DeepQ,54,63,1,4
Random DeepQ,54,64,0,5
Random DeepQ,54,65,1,5
Random DeepQ,54,66,0,4
Random DeepQ,54,67,0,4
Random DeepQ,54,68,0,3
Random DeepQ,54,69,0,5
Random DeepQ,54,70,0,3
Random DeepQ,54,71,0,5
Random DeepQ,54,72,0,3
Random DeepQ,54,73,1,4
Random DeepQ,54,74,0,5
Random DeepQ,54,75,0,3
Random DeepQ,54,76,0,3
Random DeepQ,54,77,1,5
Random DeepQ,54,78,0,3
Random DeepQ,54,79,1,4
Random DeepQ,54,80,0,4
Random DeepQ,54,81,1,4
Random DeepQ,54,82,0,3
Random DeepQ,54,83,1,5
Random DeepQ,54,84,0,5
Random DeepQ,54,85,0,4
Random DeepQ,54,86,0,3
Random DeepQ,54,87,0,4
Random DeepQ,54,88,0,5
Random DeepQ,54,89,1,5
Random DeepQ,54,90,0,5
Random DeepQ,54,91,1,5
Random DeepQ,54,92,0,4
Random DeepQ,54,93,1,4
Random DeepQ,54,94,0,5
Random DeepQ,54,95,1,5
Random DeepQ,54,96,0,4
Random DeepQ,54,97,1,4
Random DeepQ,54,98,0,3
Random DeepQ,54,99,1,4
Random DeepQ,54,100,0,4
Random DeepQ,55,1,0,3
Random DeepQ,55,2,0,5
Random DeepQ,55,3,1,3
Random DeepQ,55,4,0,3
Random DeepQ,55,5,0,4
Random DeepQ,55,6,0,4
Random DeepQ,55,7,0,5
Random DeepQ,55,8,1,4
Random DeepQ,55,9,0,3
Random DeepQ,55,10,0,4
Random DeepQ,55,11,1,3
Random DeepQ,55,12,0,4
Random DeepQ,55,13,1,4
Random DeepQ,55,14,1,4
Random DeepQ,55,15,1,3
Random DeepQ,55,16,1,4
Random DeepQ,55,17,1,5
Random DeepQ,55,18,1,5
Random DeepQ,55,19,1,3
Random DeepQ,55,20,1,3
Random DeepQ,55,21,1,5
Random DeepQ,55,22,1,4
Random DeepQ,55,23,0,5
Random DeepQ,55,24,0,3
Random DeepQ,55,25,0,5
Random DeepQ,55,26,0,4
Random DeepQ,55,27,1,4
Random DeepQ,55,28,0,4
Random DeepQ,55,29,0,5
Random DeepQ,55,30,0,4
Random DeepQ,55,31,0,4
Random DeepQ,55,32,0,4
Random DeepQ,55,33,1,4
Random DeepQ,55,34,0,3
Random DeepQ,55,35,1,3
Random DeepQ,55,36,0,4
Random DeepQ,55,37,1,4
Random DeepQ,55,38,0,2
Random DeepQ,55,39,1,5
Random DeepQ,55,40,0,4
Random DeepQ,55,41,0,4
Random DeepQ,55,42,0,3
Random DeepQ,55,43,1,3
Random DeepQ,55,44,0,2
Random DeepQ,55,45,0,4
Random DeepQ,55,46,0,2
Random DeepQ,55,47,1,5
Random DeepQ,55,48,0,3
Random DeepQ,55,49,1,3
Random DeepQ,55,50,0,3
Random DeepQ,55,51,1,5
Random DeepQ,55,52,0,3
Random DeepQ,55,53,0,4
Random DeepQ,55,54,0,2
Random DeepQ,55,55,0,4
Random DeepQ,55,56,0,5
Random DeepQ,55,57,1,4
Random DeepQ,55,58,0,4
Random DeepQ,55,59,0,4
Random DeepQ,55,60,0,2
Random DeepQ,55,61,1,4
Random DeepQ,55,62,0,4
Random DeepQ,55,63,0,4
Random DeepQ,55,64,0,4
Random DeepQ,55,65,1,5
Random DeepQ,55,66,1,4
Random DeepQ,55,67,0,5
Random DeepQ,55,68,0,4
Random DeepQ,55,69,0,4
Random DeepQ,55,70,0,3
Random DeepQ,55,71,0,4
Random DeepQ,55,72,0,2
Random DeepQ,55,73,0,3
Random DeepQ,55,74,0,3
Random DeepQ,55,75,1,5
Random DeepQ,55,76,0,2
Random DeepQ,55,77,1,5
Random DeepQ,55,78,1,3
Random DeepQ,55,79,1,3
Random DeepQ,55,80,0,4
Random DeepQ,55,81,1,4
Random DeepQ,55,82,0,3
Random DeepQ,55,83,1,4
Random DeepQ,55,84,0,4
Random DeepQ,55,85,0,4
Random DeepQ,55,86,0,3
Random DeepQ,55,87,1,4
Random DeepQ,55,88,0,3
Random DeepQ,55,89,1,5
Random DeepQ,55,90,0,4
Random DeepQ,55,91,0,3
Random DeepQ,55,92,0,2
Random DeepQ,55,93,1,4
Random DeepQ,55,94,1,3
Random DeepQ,55,95,0,3
Random DeepQ,55,96,1,4
Random DeepQ,55,97,0,3
Random DeepQ,55,98,0,2
Random DeepQ,55,99,1,5
Random DeepQ,55,100,1,4
Random DeepQ,56,1,1,4
Random DeepQ,56,2,0,3
Random DeepQ,56,3,0,3
Random DeepQ,56,4,0,4
Random DeepQ,56,5,1,5
Random DeepQ,56,6,0,4
Random DeepQ,56,7,1,5
Random DeepQ,56,8,0,4
Random DeepQ,56,9,1,4
Random DeepQ,56,10,0,3
Random DeepQ,56,11,1,4
Random DeepQ,56,12,0,4
Random DeepQ,56,13,0,4
Random DeepQ,56,14,1,3
Random DeepQ,56,15,0,4
Random DeepQ,56,16,0,2
Random DeepQ,56,17,0,4
Random DeepQ,56,18,0,4
Random DeepQ,56,19,1,4
Random DeepQ,56,20,0,4
Random DeepQ,56,21,0,4
Random DeepQ,56,22,0,3
Random DeepQ,56,23,1,5
Random DeepQ,56,24,0,3
Random DeepQ,56,25,0,5
Random DeepQ,56,26,0,3
Random DeepQ,56,27,1,4
Random DeepQ,56,28,1,4
Random DeepQ,56,29,0,3
Random DeepQ,56,30,1,4
Random DeepQ,56,31,1,4
Random DeepQ,56,32,1,3
Random DeepQ,56,33,1,3
Random DeepQ,56,34,0,2
Random DeepQ,56,35,0,3
Random DeepQ,56,36,0,2
Random DeepQ,56,37,1,3
Random DeepQ,56,38,1,4
Random DeepQ,56,39,0,4
Random DeepQ,56,40,0,5
Random DeepQ,56,41,0,3
Random DeepQ,56,42,0,3
Random DeepQ,56,43,1,5
Random DeepQ,56,44,0,2
Random DeepQ,56,45,1,3
Random DeepQ,56,46,1,4
Random DeepQ,56,47,1,4
Random DeepQ,56,48,0,4
Random DeepQ,56,49,1,4
Random DeepQ,56,50,0,4
Random DeepQ,56,51,1,4
Random DeepQ,56,52,0,4
Random DeepQ,56,53,0,4
Random DeepQ,56,54,0,5
Random DeepQ,56,55,1,4
Random DeepQ,56,56,1,3
Random DeepQ,56,57,1,5
Random DeepQ,56,58,0,3
Random DeepQ,56,59,0,4
Random DeepQ,56,60,1,3
Random DeepQ,56,61,0,5
Random DeepQ,56,62,0,4
Random DeepQ,56,63,0,4
Random DeepQ,56,64,0,4
Random DeepQ,56,65,1,3
Random DeepQ,56,66,0,2
Random DeepQ,56,67,0,3
Random DeepQ,56,68,0,4
Random DeepQ,56,69,0,4
Random DeepQ,56,70,0,3
Random DeepQ,56,71,0,4
Random DeepQ,56,72,0,3
Random DeepQ,56,73,0,4
Random DeepQ,56,74,0,4
Random DeepQ,56,75,1,4
Random DeepQ,56,76,1,4
Random DeepQ,56,77,0,3
Random DeepQ,56,78,0,4
Random DeepQ,56,79,1,4
Random DeepQ,56,80,0,3
Random DeepQ,56,81,0,4
Random DeepQ,56,82,0,4
Random DeepQ,56,83,1,4
Random DeepQ,56,84,1,4
Random DeepQ,56,85,1,4
Random DeepQ,56,86,0,5
Random DeepQ,56,87,1,5
Random DeepQ,56,88,1,3
Random DeepQ,56,89,1,4
Random DeepQ,56,90,0,4
Random DeepQ,56,91,1,5
Random DeepQ,56,92,0,2
Random DeepQ,56,93,0,3
Random DeepQ,56,94,0,2
Random DeepQ,56,95,1,4
Random DeepQ,56,96,0,4
Random DeepQ,56,97,1,3
Random DeepQ,56,98,0,2
Random DeepQ,56,99,0,3
Random DeepQ,56,100,0,4
Random DeepQ,57,1,1,5
Random DeepQ,57,2,0,4
Random DeepQ,57,3,0,3
Random DeepQ,57,4,0,4
Random DeepQ,57,5,1,4
Random DeepQ,57,6,1,3
Random DeepQ,57,7,0,4
Random DeepQ,57,8,0,3
Random DeepQ,57,9,1,4
Random DeepQ,57,10,0,3
Random DeepQ,57,11,1,5
Random DeepQ,57,12,1,3
Random DeepQ,57,13,1,5
Random DeepQ,57,14,0,4
Random DeepQ,57,15,0,3
Random DeepQ,57,16,0,4
Random DeepQ,57,17,1,4
Random DeepQ,57,18,0,2
Random DeepQ,57,19,1,3
Random DeepQ,57,20,1,4
Random DeepQ,57,21,1,5
Random DeepQ,57,22,0,3
Random DeepQ,57,23,0,4
Random DeepQ,57,24,0,2
Random DeepQ,57,25,1,4
Random DeepQ,57,26,0,4
Random DeepQ,57,27,0,3
Random DeepQ,57,28,0,4
Random DeepQ,57,29,0,3
Random DeepQ,57,30,0,3
Random DeepQ,57,31,1,5
Random DeepQ,57,32,0,3
Random DeepQ,57,33,1,3
Random DeepQ,57,34,0,3
Random DeepQ,57,35,1,3
Random DeepQ,57,36,0,4
Random DeepQ,57,37,0,4
Random DeepQ,57,38,0,3
Random DeepQ,57,39,0,4
Random DeepQ,57,40,1,4
Random DeepQ,57,41,0,4
Random DeepQ,57,42,0,4
Random DeepQ,57,43,0,3
Random DeepQ,57,44,0,4
Random DeepQ,57,45,0,4
Random DeepQ,57,46,1,4
Random DeepQ,57,47,1,3
Random DeepQ,57,48,0,4
Random DeepQ,57,49,1,4
Random DeepQ,57,50,0,5
Random DeepQ,57,51,0,3
Random DeepQ,57,52,0,4
Random DeepQ,57,53,0,4
Random DeepQ,57,54,0,5
Random DeepQ,57,55,0,4
Random DeepQ,57,56,0,3
Random DeepQ,57,57,1,5
Random DeepQ,57,58,0,3
Random DeepQ,57,59,0,4
Random DeepQ,57,60,0,3
Random DeepQ,57,61,1,5
Random DeepQ,57,62,0,3
Random DeepQ,57,63,1,5
Random DeepQ,57,64,0,4
Random DeepQ,57,65,0,4
Random DeepQ,57,66,1,4
Random DeepQ,57,67,1,3
Random DeepQ,57,68,0,4
Random DeepQ,57,69,0,4
Random DeepQ,57,70,1,3
Random DeepQ,57,71,1,4
Random DeepQ,57,72,1,4
Random DeepQ,57,73,0,5
Random DeepQ,57,74,0,3
Random DeepQ,57,75,1,3
Random DeepQ,57,76,0,4
Random DeepQ,57,77,0,4
Random DeepQ,57,78,0,2
Random DeepQ,57,79,0,5
Random DeepQ,57,80,0,4
Random DeepQ,57,81,1,3
Random DeepQ,57,82,0,2
Random DeepQ,57,83,1,4
Random DeepQ,57,84,0,3
Random DeepQ,57,85,1,4
Random DeepQ,57,86,0,5
Random DeepQ,57,87,0,3
Random DeepQ,57,88,0,3
Random DeepQ,57,89,0,4
Random DeepQ,57,90,0,4
Random DeepQ,57,91,0,4
Random DeepQ,57,92,0,4
Random DeepQ,57,93,1,4
Random DeepQ,57,94,0,4
Random DeepQ,57,95,1,4
Random DeepQ,57,96,0,2
Random DeepQ,57,97,1,4
Random DeepQ,57,98,0,5
Random DeepQ,57,99,0,4
Random DeepQ,57,100,0,4
Random DeepQ,58,1,1,4
Random DeepQ,58,2,0,3
Random DeepQ,58,3,0,4
Random DeepQ,58,4,0,4
Random DeepQ,58,5,0,3
Random DeepQ,58,6,0,4
Random DeepQ,58,7,1,3
Random DeepQ,58,8,0,2
Random DeepQ,58,9,1,4
Random DeepQ,58,10,0,3
Random DeepQ,58,11,0,5
Random DeepQ,58,12,0,3
Random DeepQ,58,13,1,5
Random DeepQ,58,14,0,2
Random DeepQ,58,15,1,5
Random DeepQ,58,16,0,2
Random DeepQ,58,17,1,4
Random DeepQ,58,18,0,4
Random DeepQ,58,19,1,4
Random DeepQ,58,20,0,2
Random DeepQ,58,21,1,4
Random DeepQ,58,22,0,3
Random DeepQ,58,23,0,5
Random DeepQ,58,24,1,4
Random DeepQ,58,25,1,4
Random DeepQ,58,26,0,3
Random DeepQ,58,27,1,4
Random DeepQ,58,28,0,4
Random DeepQ,58,29,1,4
Random DeepQ,58,30,0,5
Random DeepQ,58,31,1,3
Random DeepQ,58,32,0,4
Random DeepQ,58,33,1,4
Random DeepQ,58,34,0,4
Random DeepQ,58,35,1,4
Random DeepQ,58,36,0,4
Random DeepQ,58,37,0,3
Random DeepQ,58,38,0,5
Random DeepQ,58,39,1,4
Random DeepQ,58,40,0,2
Random DeepQ,58,41,0,4
Random DeepQ,58,42,0,4
Random DeepQ,58,43,1,4
Random DeepQ,58,44,0,3
Random DeepQ,58,45,0,5
Random DeepQ,58,46,1,4
Random DeepQ,58,47,0,5
Random DeepQ,58,48,0,3
Random DeepQ,58,49,1,5
Random DeepQ,58,50,0,3
Random DeepQ,58,51,1,5
Random DeepQ,58,52,0,4
Random DeepQ,58,53,1,4
Random DeepQ,58,54,1,4
Random DeepQ,58,55,0,4
Random DeepQ,58,56,0,4
Random DeepQ,58,57,0,4
Random DeepQ,58,58,0,2
Random DeepQ,58,59,1,3
Random DeepQ,58,60,0,4
Random DeepQ,58,61,1,5
Random DeepQ,58,62,0,3
Random DeepQ,58,63,1,4
Random DeepQ,58,64,0,3
Random DeepQ,58,65,1,4
Random DeepQ,58,66,0,5
Random DeepQ,58,67,1,5
Random DeepQ,58,68,0,2
Random DeepQ,58,69,1,3
Random DeepQ,58,70,0,4
Random DeepQ,58,71,0,5
Random DeepQ,58,72,0,3
Random DeepQ,58,73,1,3
Random DeepQ,58,74,0,2
Random DeepQ,58,75,0,5
Random DeepQ,58,76,0,2
Random DeepQ,58,77,1,4
Random DeepQ,58,78,0,2
Random DeepQ,58,79,1,5
Random DeepQ,58,80,1,4
Random DeepQ,58,81,1,5
Random DeepQ,58,82,0,3
Random DeepQ,58,83,1,4
Random DeepQ,58,84,1,3
Random DeepQ,58,85,1,3
Random DeepQ,58,86,0,5
Random DeepQ,58,87,1,5
Random DeepQ,58,88,0,2
Random DeepQ,58,89,1,5
Random DeepQ,58,90,0,4
Random DeepQ,58,91,1,4
Random DeepQ,58,92,1,4
Random DeepQ,58,93,1,5
Random DeepQ,58,94,0,3
Random DeepQ,58,95,1,4
Random DeepQ,58,96,0,4
Random DeepQ,58,97,1,3
Random DeepQ,58,98,0,4
Random DeepQ,58,99,1,4
Random DeepQ,58,100,0,4
Random DeepQ,59,1,1,3
Random DeepQ,59,2,0,3
Random DeepQ,59,3,0,3
Random DeepQ,59,4,0,2
Random DeepQ,59,5,1,5
Random DeepQ,59,6,0,5
Random DeepQ,59,7,0,5
Random DeepQ,59,8,0,4
Random DeepQ,59,9,1,3
Random DeepQ,59,10,1,4
Random DeepQ,59,11,1,5
Random DeepQ,59,12,0,4
Random DeepQ,59,13,0,5
Random DeepQ,59,14,1,3
Random DeepQ,59,15,1,3
Random DeepQ,59,16,0,4
Random DeepQ,59,17,1,4
Random DeepQ,59,18,1,4
Random DeepQ,59,19,1,3
Random DeepQ,59,20,0,4
Random DeepQ,59,21,1,5
Random DeepQ,59,22,0,4
Random DeepQ,59,23,1,3
Random DeepQ,59,24,0,2
Random DeepQ,59,25,0,5
Random DeepQ,59,26,1,3
Random DeepQ,59,27,1,5
Random DeepQ,59,28,1,4
Random DeepQ,59,29,0,4
Random DeepQ,59,30,0,3
Random DeepQ,59,31,1,4
Random DeepQ,59,32,0,4
Random DeepQ,59,33,1,5
Random DeepQ,59,34,1,4
Random DeepQ,59,35,1,4
Random DeepQ,59,36,0,4
Random DeepQ,59,37,0,4
Random DeepQ,59,38,0,4
Random DeepQ,59,39,1,4
Random DeepQ,59,40,0,4
Random DeepQ,59,41,0,4
Random DeepQ,59,42,1,3
Random DeepQ,59,43,1,3
Random DeepQ,59,44,0,4
Random DeepQ,59,45,0,3
Random DeepQ,59,46,1,3
Random DeepQ,59,47,0,4
Random DeepQ,59,48,0,4
Random DeepQ,59,49,0,4
Random DeepQ,59,50,0,5
Random DeepQ,59,51,0,5
Random DeepQ,59,52,0,3
Random DeepQ,59,53,1,4
Random DeepQ,59,54,0,4
Random DeepQ,59,55,0,4
Random DeepQ,59,56,0,3
Random DeepQ,59,57,1,3
Random DeepQ,59,58,0,4
Random DeepQ,59,59,1,4
Random DeepQ,59,60,0,3
Random DeepQ,59,61,1,3
Random DeepQ,59,62,0,5
Random DeepQ,59,63,0,4
Random DeepQ,59,64,0,2
Random DeepQ,59,65,1,5
Random DeepQ,59,66,1,3
Random DeepQ,59,67,1,5
Random DeepQ,59,68,0,3
Random DeepQ,59,69,1,4
Random DeepQ,59,70,0,3
Random DeepQ,59,71,0,3
Random DeepQ,59,72,1,4
Random DeepQ,59,73,1,5
Random DeepQ,59,74,0,4
Random DeepQ,59,75,1,4
Random DeepQ,59,76,0,5
Random DeepQ,59,77,1,5
Random DeepQ,59,78,1,3
Random DeepQ,59,79,1,3
Random DeepQ,59,80,0,3
Random DeepQ,59,81,1,3
Random DeepQ,59,82,0,5
Random DeepQ,59,83,1,5
Random DeepQ,59,84,0,3
Random DeepQ,59,85,1,5
Random DeepQ,59,86,0,5
Random DeepQ,59,87,1,4
Random DeepQ,59,88,0,4
Random DeepQ,59,89,1,5
Random DeepQ,59,90,0,5
Random DeepQ,59,91,0,3
Random DeepQ,59,92,1,4
Random DeepQ,59,93,1,4
Random DeepQ,59,94,0,3
Random DeepQ,59,95,0,4
Random DeepQ,59,96,1,4
Random DeepQ,59,97,1,4
Random DeepQ,59,98,0,3
Random DeepQ,59,99,0,5
Random DeepQ,59,100,0,4
Random DeepQ,60,1,0,5
Random DeepQ,60,2,0,4
Random DeepQ,60,3,1,3
Random DeepQ,60,4,0,4
Random DeepQ,60,5,1,4
Random DeepQ,60,6,1,3
Random DeepQ,60,7,1,4
Random DeepQ,60,8,0,4
Random DeepQ,60,9,0,5
Random DeepQ,60,10,1,4
Random DeepQ,60,11,1,5
Random DeepQ,60,12,0,3
Random DeepQ,60,13,0,4
